"","country","continent","iso_alpha","iso_num","cntry_col","cntnt_col","iso2c","variable","measurement"
"4686","Ukraine","Europe",NA,NA,NA,NA,"UA","health",0.314983131863414
"4687","United Arab Emirates","Asia",NA,NA,NA,NA,"AE","health",0.748358894557517
"4688","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","health",0.982441892551369
"4689","United States","Americas","USA",840,"#A50026","#40004B","US","health",0.680022051130006
"4690","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","health",0.659465302624098
"4691","Uzbekistan","Asia",NA,NA,NA,NA,"UZ","health",0.123609894710853
"4692","Vanuatu","Oceania",NA,NA,NA,NA,"VU","health",0.0478564883247192
"4693","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","health",0.219013638861322
"4694","Vietnam","Asia","VNM",704,"#6F247B","#313695","VN","health",0.503533152604417
"4695","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","health",0.349388384746836
"4696","Zambia","Africa","ZMB",894,"#D77911","#276419","ZM","health",-1.23815863762203
"4697","Zimbabwe","Africa","ZWE",716,"#CC6F0D","#7F3B08","ZW","health",-1.94011783614774
"4698","Afghanistan","Asia","AFG",4,"#874D96","#313695","AF","econ",-0.695433937070783
"4699","Albania","Europe","ALB",8,"#D2ECB1","#A50026","AL","econ",-0.206581222276285
"4700","Algeria","Africa","DZA",12,"#A34F06","#313695","DZ","econ",-0.228433923777085
"4701","American Samoa","Oceania",NA,NA,NA,NA,"AS","econ",-0.236468592741418
"4702","Angola","Africa","AGO",24,"#C96C0C","#313695","AO","econ",-0.564851206357099
"4703","Antigua and Barbuda","Americas",NA,NA,NA,NA,"AG","econ",-0.236468592741418
"4704","Argentina","Americas","ARG",32,"#C62026","#A50026","AR","econ",0.0866273897253039
"4705","Armenia","Asia",NA,NA,NA,NA,"AM","econ",-0.297238512811313
"4706","Australia","Oceania","AUS",36,"#313695","#7F3B08","AU","econ",1.69438428877288
"4707","Austria","Europe","AUT",40,"#92C858","#40004B","AT","econ",1.93129172784056
"4708","Azerbaijan","Asia",NA,NA,NA,NA,"AZ","econ",0.0309709355399096
"4709","Bahamas","Americas",NA,NA,NA,NA,"BS","econ",-0.236468592741418
"4710","Bahrain","Asia","BHR",48,"#E7D4E8","#313695","BH","econ",1.4064398512654
"4711","Bangladesh","Asia","BGD",50,"#5B1567","#A50026","BD","econ",-0.444926871005947
"4712","Barbados","Americas",NA,NA,NA,NA,"BB","econ",-0.187252593826947
"4713","Belarus","Europe",NA,NA,NA,NA,"BY","econ",0.0339323060390518
"4714","Belgium","Europe","BEL",56,"#6DAD35","#40004B","BE","econ",1.82281679657272
"4715","Belize","Americas",NA,NA,NA,NA,"BZ","econ",-0.231908151943303
"4716","Benin","Africa","BEN",204,"#EA952F","#7F3B08","BJ","econ",-0.804717003940934
"4717","Bhutan","Asia",NA,NA,NA,NA,"BT","econ",-0.269470854194935
"4718","Bolivia","Americas","BOL",68,"#F57748","#7F3B08","BO","econ",-0.520471324321633
"4719","Bosnia and Herzegovina","Europe","BIH",70,"#BFE492","#276419","BA","econ",-0.208513467711621
"4720","Botswana","Africa","BWA",72,"#FDC37B","#40004B","BW","econ",-0.351964645407799
"4721","Brazil","Americas","BRA",76,"#AD0826","#276419","BR","econ",-0.502446669444132
"4722","Brunei Darussalam","Asia",NA,NA,NA,NA,"BN","econ",-0.268941571061765
"4723","Bulgaria","Europe","BGR",100,"#8AC34F","#A50026","BG","econ",0.0562342870157375
"4724","Burkina Faso","Africa","BFA",854,"#BE6209","#A50026","BF","econ",-0.539696080821925
"4725","Burundi","Africa","BDI",108,"#E79029","#313695","BI","econ",-0.759771308104326
"4726","Cabo Verde","Africa",NA,NA,NA,NA,"CV","econ",-0.52638759400788
"4727","Cambodia","Asia","KHM",116,"#B797C6","#313695","KH","econ",-0.449147017661041
"4728","Cameroon","Africa","CMR",120,"#BA5F08","#7F3B08","CM","econ",-0.748673364870847
"4729","Canada","Americas","CAN",124,"#CE2726","#40004B","CA","econ",1.83699863299466
"4730","Central African Republic","Africa","CAF",140,"#F5AA4E","#7F3B08","CF","econ",-1.05899629078823
"4731","Chad","Africa","TCD",148,"#DE8013","#7F3B08","TD","econ",-0.680118599020561
"4732","Chile","Americas","CHL",152,"#E04430","#7F3B08","CL","econ",-0.000510964168539903
"4733","China","Asia","CHN",156,"#40004B","#40004B","CN","econ",-0.349665632735483
"4734","Colombia","Americas","COL",170,"#BE1826","#7F3B08","CO","econ",-0.51878750401987
"4735","Comoros","Africa","COM",174,"#FDD6A2","#276419","KM","econ",-0.771065853905946
"4736","Congo, Dem. Rep.","Africa","COD",180,"#8B4107","#276419","CD","econ",-0.744347560824945
"4737","Congo, Rep.","Africa","COG",178,"#F7AE55","#A50026","CG","econ",-0.903703920346564
"4738","Costa Rica","Americas","CRI",188,"#FDB668","#A50026","CR","econ",-0.307502541145271
"4739","Cote d'Ivoire","Africa","CIV",384,"#B75C07","#313695","CI","econ",-0.647237350206993
"4740","Croatia","Europe","HRV",191,"#C6E79C","#313695","HR","econ",0.448670226404239
"4741","Cuba","Americas","CUB",192,"#EF623E","#276419","CU","econ",0.0120533776469879
"4742","Cyprus","Europe",NA,NA,NA,NA,"CY","econ",-0.17788745648153
"4743","Czech Republic","Europe","CZE",203,"#7BB93E","#313695","CZ","econ",1.18152535824887
"4744","Denmark","Europe","DNK",208,"#A2D26B","#313695","DK","econ",1.94411955031809
"4745","Djibouti","Africa","DJI",262,"#FDDCAF","#7F3B08","DJ","econ",-0.613759313366114
"4746","Dominican Republic","Americas","DOM",214,"#F46D43","#313695","DO","econ",-0.443080105290103
"4747","Ecuador","Americas","ECU",218,"#E54E35","#A50026","EC","econ",-0.331466819435335
"4748","Egypt","Africa","EGY",818,"#833D07","#A50026","EG","econ",-0.250027702066287
"4749","El Salvador","Americas","SLV",222,"#FA9856","#276419","SV","econ",-0.253763742511531
"4750","Equatorial Guinea","Africa","GNQ",226,"#FDD9A8","#313695","GQ","econ",0.158196676948292
"4751","Eritrea","Africa","ERI",232,"#F3A548","#313695","ER","econ",-0.607927686100404
"4752","Estonia","Europe",NA,NA,NA,NA,"EE","econ",-0.116104044368357
"4753","Eswatini","Africa",NA,NA,NA,NA,"SZ","econ",-0.791998235992349
"4754","Ethiopia","Africa","ETH",231,"#873F07","#40004B","ET","econ",-0.525519608783316
"4755","Fiji","Oceania",NA,NA,NA,NA,"FJ","econ",-0.181875880310152
"4756","Finland","Europe","FIN",246,"#B2DD7E","#A50026","FI","econ",1.77359110304452
"4757","France","Europe","FRA",250,"#31701B","#40004B","FR","econ",1.44204252984005
"4758","Gabon","Africa","GAB",266,"#FDCA88","#313695","GA","econ",0.213696132983906
"4759","Gambia","Africa","GMB",270,"#FDC074","#A50026","GM","econ",-0.59148006813092
"4760","Georgia","Asia",NA,NA,NA,NA,"GE","econ",-0.338961158393426
"4761","Germany","Europe","DEU",276,"#276419","#7F3B08","DE","econ",1.66398342153628
"4762","Ghana","Africa","GHA",288,"#AB5406","#A50026","GH","econ",-0.684291889863938
"4763","Greece","Europe","GRC",300,"#599C28","#313695","GR","econ",1.03934517895682
"4764","Grenada","Americas",NA,NA,NA,NA,"GD","econ",-0.236468592741418
"4765","Guatemala","Americas","GTM",320,"#EA5839","#40004B","GT","econ",-0.523686326101036
"4766","Guinea","Africa","GIN",324,"#E18417","#A50026","GN","econ",-0.608455945903926
"4767","Guinea-Bissau","Africa","GNB",624,"#FDC681","#276419","GW","econ",-0.934213177465547
"4768","Guyana","Americas",NA,NA,NA,NA,"GY","econ",-0.288364050688191
"4769","Haiti","Americas","HTI",332,"#F7824D","#A50026","HT","econ",-0.868798551213205
"4770","Honduras","Americas","HND",340,"#F88D51","#40004B","HN","econ",-0.74289994650733
"4771","Hong Kong, China","Asia","HKG",344,"#BC9ECA","#7F3B08",NA,"econ",1.99292637567618
"4772","Hungary","Europe","HUN",348,"#5FA12D","#7F3B08","HU","econ",0.745813235583272
"4773","Iceland","Europe","ISL",352,"#E6F5D0","#313695","IS","econ",2.04866586671575
"4774","India","Asia","IND",356,"#460552","#276419","IN","econ",-0.490437929939712
"4775","Indonesia","Asia","IDN",360,"#4D0A59","#313695","ID","econ",-0.410033463325459
"4776","Iran","Asia","IRN",364,"#762A83","#7F3B08","IR","econ",-0.0425781492995187
"4777","Iraq","Asia","IRQ",368,"#9467A5","#40004B","IQ","econ",-0.166994154719008
"4778","Ireland","Europe","IRL",372,"#CCE9A7","#7F3B08","IE","econ",2.19449279977067
"4779","Israel","Asia","ISR",376,"#C2A5CF","#A50026","IL","econ",1.02812596494645
"4780","Italy","Europe","ITA",380,"#3B7D1D","#313695","IT","econ",1.25348201363338
"4781","Jamaica","Americas","JAM",388,"#FDD788","#7F3B08","JM","econ",-0.359630519479512
"4782","Japan","Asia","JPN",392,"#611A6D","#40004B","JP","econ",1.64613861499818
"4783","Jordan","Asia","JOR",400,"#C6AAD2","#40004B","JO","econ",-0.260235766350578
"4784","Kazakhstan","Asia",NA,NA,NA,NA,"KZ","econ",0.0286181838606279
"4785","Kenya","Africa","KEN",404,"#9B4A06","#40004B","KE","econ",-0.600040652015955
"4786","Kiribati","Oceania",NA,NA,NA,NA,"KI","econ",-0.228634496804078
"4787","Korea, Rep.","Asia","KOR",410,"#7E3B8C","#40004B","KR","econ",1.04360151472869
"4788","Kuwait","Asia","KWT",414,"#E2CEE4","#276419","KW","econ",2.49747815128146
"4789","Latvia","Europe",NA,NA,NA,NA,"LV","econ",-0.193771535656741
"4790","Lebanon","Asia","LBN",422,"#D4BCDB","#7F3B08","LB","econ",0.140364938370284
"4791","Lesotho","Africa","LSO",426,"#FDBD6E","#7F3B08","LS","econ",-0.953102540193124
"4792","Liberia","Africa","LBR",430,"#FCB661","#276419","LR","econ",-0.564315146861262
"4793","Libya","Africa","LBY",434,"#EE9D3C","#40004B","LY","econ",0.151768976904333
"4794","Lithuania","Europe",NA,NA,NA,NA,"LT","econ",-0.269630353339135
"4795","Luxembourg","Europe",NA,NA,NA,NA,"LU","econ",-0.135808494149874
"4796","Madagascar","Africa","MDG",450,"#B35806","#276419","MG","econ",-0.676012559553322
"4797","Malawi","Africa","MWI",454,"#C2650A","#40004B","MW","econ",-0.993598715830497
"4798","Malaysia","Asia","MYS",458,"#9970AB","#276419","MY","econ",0.142434738491109
"4799","Maldives","Asia",NA,NA,NA,NA,"MV","econ",-0.250613485072063
"4800","Mali","Africa","MLI",466,"#D37610","#40004B","ML","econ",-0.536197719125952
"4801","Malta","Europe",NA,NA,NA,NA,"MT","econ",0.00666390747617272
"4802","Mauritania","Africa","MRT",478,"#FAB25B","#40004B","MR","econ",-0.518880050990255
"4803","Mauritius","Africa","MUS",480,"#FDCD8E","#7F3B08","MU","econ",0.0560487349459846
"4804","Mexico","Americas","MEX",484,"#B51026","#313695","MX","econ",-0.0705282412068165
"4805","Micronesia","Oceania",NA,NA,NA,NA,"FM","econ",-0.324414473629358
"4806","Moldova","Europe",NA,NA,NA,NA,"MD","econ",0.0998815508673768
"4807","Mongolia","Asia","MNG",496,"#DDC8E1","#40004B","MN","econ",-0.303295883977204
"4808","Montenegro","Europe","MNE",499,"#DFF2C5","#276419","ME","econ",-0.0272694372541741
"4809","Morocco","Africa","MAR",504,"#9F4D06","#276419","MA","econ",-0.627691761504052
"4810","Mozambique","Africa","MOZ",508,"#AF5606","#40004B","MZ","econ",-1.04056428371243
"4811","Myanmar","Asia","MMR",104,"#834492","#276419","MM","econ",-0.526890435908693
"4812","Namibia","Africa","NAM",516,"#FDBA67","#313695","NA","econ",-1.01231160151926
"4813","Nepal","Asia","NPL",524,"#8B559B","#7F3B08","NP","econ",-0.528601191306425
"4814","Netherlands","Europe","NLD",528,"#529624","#276419","NL","econ",2.0614493195152
"4815","New Zealand","Oceania","NZL",554,"#4575B4","#A50026","NZ","econ",1.03167361322178
"4816","Nicaragua","Americas","NIC",558,"#FDAE61","#7F3B08","NI","econ",-0.670118608766916
"4817","Niger","Africa","NER",562,"#C5690B","#276419","NE","econ",-0.492839596343031
"4818","Nigeria","Africa","NGA",566,"#7F3B08","#7F3B08","NG","econ",-0.702774711914108
"4819","North Macedonia","Europe",NA,NA,NA,NA,"MK","econ",-0.389933484785165
"4820","Norway","Europe","NOR",578,"#B9E188","#40004B","NO","econ",2.90664104770258
"4821","Oman","Asia","OMN",512,"#D9C2DE","#A50026","OM","econ",0.834443005091685
"4822","Pakistan","Asia","PAK",586,"#540F60","#7F3B08","PK","econ",-0.361722836166724
"4823","Panama","Americas","PAN",591,"#FDCF80","#313695","PA","econ",-0.257116979829537
"4824","Papua New Guinea","Oceania",NA,NA,NA,NA,"PG","econ",-0.287818297298549
"4825","Paraguay","Americas","PRY",600,"#FBA35B","#313695","PY","econ",-0.61398949224397
"4826","Peru","Americas","PER",604,"#D73027","#276419","PE","econ",-0.283872968993664
"4827","Philippines","Asia","PHL",608,"#681F75","#276419","PH","econ",-0.607847642526026
"4828","Poland","Europe","POL",616,"#468A1F","#A50026","PL","econ",0.531901863897057
"4829","Portugal","Europe","PRT",620,"#66A731","#A50026","PT","econ",0.76142080796535
"4830","Puerto Rico","Americas","PRI",630,"#FDBE70","#40004B","PR","econ",0.635638194034754
"4831","Qatar","Asia",NA,NA,NA,NA,"QA","econ",-0.141341614435817
"4832","Romania","Europe","ROU",642,"#4B9020","#40004B","RO","econ",0.147889183586798
"4833","Russia","Europe",NA,NA,NA,NA,"RU","econ",-0.247098594626524
"4834","Rwanda","Africa","RWA",646,"#E58C23","#276419","RW","econ",-0.941623157496731
"4835","Samoa","Oceania",NA,NA,NA,NA,"WS","econ",-0.362855484912762
"4836","Sao Tome and Principe","Africa","STP",678,"#FEE0B6","#A50026","ST","econ",-0.384374747548226
"4837","Saudi Arabia","Asia","SAU",682,"#905EA1","#A50026","SA","econ",0.80025139631944
"4838","Senegal","Africa","SEN",686,"#D0730F","#A50026","SN","econ",-0.685558181170892
"4839","Serbia","Europe","SRB",688,"#74B33A","#276419","RS","econ",-0.127848335897997
"4840","Seychelles","Africa",NA,NA,NA,NA,"SC","econ",-0.411000136152093
"4841","Sierra Leone","Africa","SLE",694,"#EC9936","#A50026","SL","econ",-0.546410174034687
"4842","Singapore","Asia","SGP",702,"#CBB0D5","#276419","SG","econ",2.52834499438976
"4843","Slovak Republic","Europe","SVK",703,"#AAD875","#7F3B08","SK","econ",0.771972718140152
"4844","Slovenia","Europe","SVN",705,"#D9EFBB","#40004B","SI","econ",1.37149654288324
"4845","Solomon Islands","Oceania",NA,NA,NA,NA,"SB","econ",-0.138101433926731
"4846","Somalia","Africa","SOM",706,"#E3881D","#40004B","SO","econ",-0.588977306519617
"4847","South Africa","Africa","ZAF",710,"#8F4407","#313695","ZA","econ",-0.90381281823613
"4848","South Sudan","Africa",NA,NA,NA,NA,"SS","econ",-0.452042971850982
"4849","Spain","Europe","ESP",724,"#41831E","#7F3B08","ES","econ",1.17689484787095
"4850","Sri Lanka","Asia","LKA",144,"#AD8ABD","#40004B","LK","econ",-0.422187883761907
"4851","St. Lucia","Americas",NA,NA,NA,NA,"LC","econ",-0.57072998956299
"4852","St. Vincent and the Grenadines","Americas",NA,NA,NA,NA,"VC","econ",-0.236468592741418
"4853","Sudan","Africa","SDN",736,"#934607","#7F3B08","SD","econ",-0.698613288034944
"4854","Suriname","Americas",NA,NA,NA,NA,"SR","econ",-0.236468592741418
"4855","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","econ",1.77175096612339
"4856","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","econ",1.99154872343168
"4857","Syria","Asia","SYR",760,"#B291C1","#276419","SY","econ",-0.333388724540762
"4858","Tajikistan","Asia",NA,NA,NA,NA,"TJ","econ",-0.134962486120259
"4859","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","econ",-0.550776953491858
"4860","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","econ",-0.0476325307381837
"4861","Timor-Leste","Asia",NA,NA,NA,NA,"TL","econ",-0.00896155389659655
"4862","Togo","Africa","TGO",768,"#F1A142","#276419","TG","econ",-0.708091973004157
"4863","Tonga","Oceania",NA,NA,NA,NA,"TO","econ",-0.241312960811295
"4864","Trinidad and Tobago","Americas","TTO",780,"#FEE090","#A50026","TT","econ",0.606026831058265
"4865","Tunisia","Africa","TUN",788,"#DA7D12","#313695","TN","econ",-0.236751163523505
"4866","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","econ",-0.26067478417358
"4867","Turkmenistan","Asia",NA,NA,NA,NA,"TM","econ",-0.236468592741418
"4868","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","econ",-0.734914061978772
"4869","Ukraine","Europe",NA,NA,NA,NA,"UA","econ",0.0309489404070865
"4870","United Arab Emirates","Asia",NA,NA,NA,NA,"AE","econ",-0.17381986139003
"4871","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","econ",1.69687026271114
"4872","United States","Americas","USA",840,"#A50026","#40004B","US","econ",2.1442930534782
"4873","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","econ",0.0139988217548587
"4874","Uzbekistan","Asia",NA,NA,NA,NA,"UZ","econ",-0.1856027280077
"4875","Vanuatu","Oceania",NA,NA,NA,NA,"VU","econ",-0.241312960811295
"4876","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","econ",-0.116856148288877
"4877","Vietnam","Asia","VNM",704,"#6F247B","#313695","VN","econ",-0.37704708250396
"4878","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","econ",-0.715099969788209
"4879","Zambia","Africa","ZMB",894,"#D77911","#276419","ZM","econ",-1.09858378392353
"4880","Zimbabwe","Africa","ZWE",716,"#CC6F0D","#7F3B08","ZW","econ",-0.781791570830922
"4881","Afghanistan","Asia","AFG",4,"#874D96","#313695","AF","educ",-1.0376348302646
"4882","Albania","Europe","ALB",8,"#D2ECB1","#A50026","AL","educ",-0.416721581327688
"4883","Algeria","Africa","DZA",12,"#A34F06","#313695","DZ","educ",-0.670391206533204
"4884","American Samoa","Oceania",NA,NA,NA,NA,"AS","educ",-0.197317126924269
"4885","Angola","Africa","AGO",24,"#C96C0C","#313695","AO","educ",-1.2478846895363
"4886","Antigua and Barbuda","Americas",NA,NA,NA,NA,"AG","educ",-0.325522198547559
"4887","Argentina","Americas","ARG",32,"#C62026","#A50026","AR","educ",0.0926163145946031
"4888","Armenia","Asia",NA,NA,NA,NA,"AM","educ",0.26028167960863
"4889","Australia","Oceania","AUS",36,"#313695","#7F3B08","AU","educ",2.82563891477111
"4890","Austria","Europe","AUT",40,"#92C858","#40004B","AT","educ",0.879430118301094
"4891","Azerbaijan","Asia",NA,NA,NA,NA,"AZ","educ",-0.662365458012571
"4892","Bahamas","Americas",NA,NA,NA,NA,"BS","educ",-0.201332773028532
"4893","Bahrain","Asia","BHR",48,"#E7D4E8","#313695","BH","educ",1.03539009265264
"4894","Bangladesh","Asia","BGD",50,"#5B1567","#A50026","BD","educ",-0.591164938869965
"4895","Barbados","Americas",NA,NA,NA,NA,"BB","educ",-0.117561078275544
"4896","Belarus","Europe",NA,NA,NA,NA,"BY","educ",1.04243064503562
"4897","Belgium","Europe","BEL",56,"#6DAD35","#40004B","BE","educ",0.565081258727392
"4898","Belize","Americas",NA,NA,NA,NA,"BZ","educ",-0.220298175651881
"4899","Benin","Africa","BEN",204,"#EA952F","#7F3B08","BJ","educ",-1.02920765606535
"4900","Bhutan","Asia",NA,NA,NA,NA,"BT","educ",-1.09535594877265
"4901","Bolivia","Americas","BOL",68,"#F57748","#7F3B08","BO","educ",0.461890642660272
"4902","Bosnia and Herzegovina","Europe","BIH",70,"#BFE492","#276419","BA","educ",-0.598028879888976
"4903","Botswana","Africa","BWA",72,"#FDC37B","#40004B","BW","educ",-0.40535762058126
"4904","Brazil","Americas","BRA",76,"#AD0826","#276419","BR","educ",0.412318144629709
"4905","Brunei Darussalam","Asia",NA,NA,NA,NA,"BN","educ",-0.110643395150775
"4906","Bulgaria","Europe","BGR",100,"#8AC34F","#A50026","BG","educ",-0.0930625149392151
"4907","Burkina Faso","Africa","BFA",854,"#BE6209","#A50026","BF","educ",-0.671735511692022
"4908","Burundi","Africa","BDI",108,"#E79029","#313695","BI","educ",-1.19296044816639
"4909","Cabo Verde","Africa",NA,NA,NA,NA,"CV","educ",-0.364013189404424
"4910","Cambodia","Asia","KHM",116,"#B797C6","#313695","KH","educ",-0.798665917333604
"4911","Cameroon","Africa","CMR",120,"#BA5F08","#7F3B08","CM","educ",-0.950337669328594
