"","country","continent","iso_alpha","iso_num","cntry_col","cntnt_col","iso2c","variable","measurement"
"3124","North Macedonia","Europe",NA,NA,NA,NA,"MK","sec_ed",74.05874
"3125","Norway","Europe","NOR",578,"#B9E188","#40004B","NO","sec_ed",92.38599
"3126","Oman","Asia","OMN",512,"#D9C2DE","#A50026","OM","sec_ed",78.97166
"3127","Pakistan","Asia","PAK",586,"#540F60","#7F3B08","PK","sec_ed",35.01098
"3128","Panama","Americas","PAN",591,"#FDCF80","#313695","PA","sec_ed",47.39044
"3129","Papua New Guinea","Oceania",NA,NA,NA,NA,"PG","sec_ed",17.9772
"3130","Paraguay","Americas","PRY",600,"#FBA35B","#313695","PY","sec_ed",50.61334
"3131","Peru","Americas","PER",604,"#D73027","#276419","PE","sec_ed",58.20061
"3132","Philippines","Asia","PHL",608,"#681F75","#276419","PH","sec_ed",26.9104
"3133","Poland","Europe","POL",616,"#468A1F","#A50026","PL","sec_ed",87.64392
"3134","Portugal","Europe","PRT",620,"#66A731","#A50026","PT","sec_ed",75.31307
"3135","Puerto Rico","Americas","PRI",630,"#FDBE70","#40004B","PR","sec_ed",62.18668
"3136","Qatar","Asia",NA,NA,NA,NA,"QA","sec_ed",60.64034
"3137","Romania","Europe","ROU",642,"#4B9020","#40004B","RO","sec_ed",72.95518
"3138","Russia","Europe",NA,NA,NA,NA,"RU","sec_ed",85.39489
"3139","Rwanda","Africa","RWA",646,"#E58C23","#276419","RW","sec_ed",23.18029
"3140","Samoa","Oceania",NA,NA,NA,NA,"WS","sec_ed",67.87526
"3141","Sao Tome and Principe","Africa","STP",678,"#FEE0B6","#A50026","ST","sec_ed",11.88693
"3142","Saudi Arabia","Asia","SAU",682,"#905EA1","#A50026","SA","sec_ed",70.07276
"3143","Senegal","Africa","SEN",686,"#D0730F","#A50026","SN","sec_ed",18.46914
"3144","Serbia","Europe","SRB",688,"#74B33A","#276419","RS","sec_ed",87.89133
"3145","Seychelles","Africa",NA,NA,NA,NA,"SC","sec_ed",86.22735
"3146","Sierra Leone","Africa","SLE",694,"#EC9936","#A50026","SL","sec_ed",20.12644
"3147","Singapore","Asia","SGP",702,"#CBB0D5","#276419","SG","sec_ed",97.07751
"3148","Slovak Republic","Europe","SVK",703,"#AAD875","#7F3B08","SK","sec_ed",74.42168
"3149","Slovenia","Europe","SVN",705,"#D9EFBB","#40004B","SI","sec_ed",92.97159
"3150","South Africa","Africa","ZAF",710,"#8F4407","#313695","ZA","sec_ed",77.34893
"3151","South Sudan","Africa",NA,NA,NA,NA,"SS","sec_ed",1.57966
"3152","Spain","Europe","ESP",724,"#41831E","#7F3B08","ES","sec_ed",82.14166
"3153","Sri Lanka","Asia","LKA",144,"#AD8ABD","#40004B","LK","sec_ed",79.41457
"3154","St. Lucia","Americas",NA,NA,NA,NA,"LC","sec_ed",69.56522
"3155","St. Vincent and the Grenadines","Americas",NA,NA,NA,NA,"VC","sec_ed",56.80975
"3156","Suriname","Americas",NA,NA,NA,NA,"SR","sec_ed",20.37267
"3157","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","sec_ed",96.35255
"3158","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","sec_ed",77.74481
"3159","Syria","Asia","SYR",760,"#B291C1","#276419","SY","sec_ed",24.17752
"3160","Tajikistan","Asia",NA,NA,NA,NA,"TJ","sec_ed",60.01098
"3161","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","sec_ed",2.96384
"3162","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","sec_ed",63.48935
"3163","Timor-Leste","Asia",NA,NA,NA,NA,"TL","sec_ed",33.42184
"3164","Togo","Africa","TGO",768,"#F1A142","#276419","TG","sec_ed",18.13898
"3165","Tonga","Oceania",NA,NA,NA,NA,"TO","sec_ed",45.13138
"3166","Trinidad and Tobago","Americas","TTO",780,"#FEE090","#A50026","TT","sec_ed",59.57324
"3167","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","sec_ed",78.67685
"3168","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","sec_ed",3.6995
"3169","Ukraine","Europe",NA,NA,NA,NA,"UA","sec_ed",79.05301
"3170","United Arab Emirates","Asia",NA,NA,NA,NA,"AE","sec_ed",73.82819
"3171","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","sec_ed",92.79208
"3172","United States","Americas","USA",840,"#A50026","#40004B","US","sec_ed",80.49462
"3173","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","sec_ed",57.01264
"3174","Uzbekistan","Asia",NA,NA,NA,NA,"UZ","sec_ed",82.83926
"3175","Vanuatu","Oceania",NA,NA,NA,NA,"VU","sec_ed",22.13472
"3176","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","sec_ed",51.27459
"3177","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","sec_ed",61.54753
"3178","Zimbabwe","Africa","ZWE",716,"#CC6F0D","#7F3B08","ZW","sec_ed",31.84877
"3179","Afghanistan","Asia","AFG",4,"#874D96","#313695","AF","sec_f",99.37506
"3180","Albania","Europe","ALB",8,"#D2ECB1","#A50026","AL","sec_f",96.14114
"3181","Algeria","Africa","DZA",12,"#A34F06","#313695","DZ","sec_f",94.28179
"3182","Angola","Africa","AGO",24,"#C96C0C","#313695","AO","sec_f",84.84965
"3183","Antigua and Barbuda","Americas",NA,NA,NA,NA,"AG","sec_f",96.8611
"3184","Argentina","Americas","ARG",32,"#C62026","#A50026","AR","sec_f",100
"3185","Armenia","Asia",NA,NA,NA,NA,"AM","sec_f",90.65522
"3186","Australia","Oceania","AUS",36,"#313695","#7F3B08","AU","sec_f",68.5337
"3187","Austria","Europe","AUT",40,"#92C858","#40004B","AT","sec_f",68.37135
"3188","Bahamas","Americas",NA,NA,NA,NA,"BS","sec_f",100
"3189","Bahrain","Asia","BHR",48,"#E7D4E8","#313695","BH","sec_f",98.89028
"3190","Bangladesh","Asia","BGD",50,"#5B1567","#A50026","BD","sec_f",97.93083
"3191","Barbados","Americas",NA,NA,NA,NA,"BB","sec_f",100
"3192","Belarus","Europe",NA,NA,NA,NA,"BY","sec_f",89.8581
"3193","Belgium","Europe","BEL",56,"#6DAD35","#40004B","BE","sec_f",55.28008
"3194","Belize","Americas",NA,NA,NA,NA,"BZ","sec_f",92.62934
"3195","Benin","Africa","BEN",204,"#EA952F","#7F3B08","BJ","sec_f",97.7608
"3196","Bhutan","Asia",NA,NA,NA,NA,"BT","sec_f",98.62487
"3197","Bolivia","Americas","BOL",68,"#F57748","#7F3B08","BO","sec_f",34.64093
"3198","Bosnia and Herzegovina","Europe","BIH",70,"#BFE492","#276419","BA","sec_f",64.45435
"3199","Botswana","Africa","BWA",72,"#FDC37B","#40004B","BW","sec_f",100
"3200","Brazil","Americas","BRA",76,"#AD0826","#276419","BR","sec_f",95.43323
"3201","Brunei Darussalam","Asia",NA,NA,NA,NA,"BN","sec_f",90.67212
"3202","Bulgaria","Europe","BGR",100,"#8AC34F","#A50026","BG","sec_f",74.60561
"3203","Burkina Faso","Africa","BFA",854,"#BE6209","#A50026","BF","sec_f",97.79789
"3204","Burundi","Africa","BDI",108,"#E79029","#313695","BI","sec_f",90.73
"3205","Cabo Verde","Africa",NA,NA,NA,NA,"CV","sec_f",97.94751
"3206","Cambodia","Asia","KHM",116,"#B797C6","#313695","KH","sec_f",97.61983
"3207","Cameroon","Africa","CMR",120,"#BA5F08","#7F3B08","CM","sec_f",82.75871
"3208","Canada","Americas","CAN",124,"#CE2726","#40004B","CA","sec_f",95.63502
"3209","Central African Republic","Africa","CAF",140,"#F5AA4E","#7F3B08","CF","sec_f",96.07716
"3210","Chad","Africa","TCD",148,"#DE8013","#7F3B08","TD","sec_f",98.26812
"3211","Chile","Americas","CHL",152,"#E04430","#7F3B08","CL","sec_f",82.04277
"3212","China","Asia","CHN",156,"#40004B","#40004B","CN","sec_f",82.17451
"3213","Colombia","Americas","COL",170,"#BE1826","#7F3B08","CO","sec_f",92.03086
"3214","Comoros","Africa","COM",174,"#FDD6A2","#276419","KM","sec_f",99.89468
"3215","Congo, Dem. Rep.","Africa","COD",180,"#8B4107","#276419","CD","sec_f",82.81902
"3216","Congo, Rep.","Africa","COG",178,"#F7AE55","#A50026","CG","sec_f",89.97137
"3217","Costa Rica","Americas","CRI",188,"#FDB668","#A50026","CR","sec_f",75.16624
"3218","Cote d'Ivoire","Africa","CIV",384,"#B75C07","#313695","CI","sec_f",93.45405
"3219","Croatia","Europe","HRV",191,"#C6E79C","#313695","HR","sec_f",62.66615
"3220","Cuba","Americas","CUB",192,"#EF623E","#276419","CU","sec_f",79.57841
"3221","Cyprus","Europe",NA,NA,NA,NA,"CY","sec_f",96.34111
"3222","Czech Republic","Europe","CZE",203,"#7BB93E","#313695","CZ","sec_f",65.34763
"3223","Denmark","Europe","DNK",208,"#A2D26B","#313695","DK","sec_f",79.77347
"3224","Djibouti","Africa","DJI",262,"#FDDCAF","#7F3B08","DJ","sec_f",92.59032
"3225","Dominican Republic","Americas","DOM",214,"#F46D43","#313695","DO","sec_f",93.61204
"3226","Ecuador","Americas","ECU",218,"#E54E35","#A50026","EC","sec_f",86.32264
"3227","Egypt","Africa","EGY",818,"#833D07","#A50026","EG","sec_f",81.46268
"3228","El Salvador","Americas","SLV",222,"#FA9856","#276419","SV","sec_f",82.05876
"3229","Equatorial Guinea","Africa","GNQ",226,"#FDD9A8","#313695","GQ","sec_f",94.80946
"3230","Eritrea","Africa","ERI",232,"#F3A548","#313695","ER","sec_f",98.9008
"3231","Estonia","Europe",NA,NA,NA,NA,"EE","sec_f",82.9325
"3232","Eswatini","Africa",NA,NA,NA,NA,"SZ","sec_f",97.31417
"3233","Ethiopia","Africa","ETH",231,"#873F07","#40004B","ET","sec_f",92.43829
"3234","Fiji","Oceania",NA,NA,NA,NA,"FJ","sec_f",99.46972
"3235","Finland","Europe","FIN",246,"#B2DD7E","#A50026","FI","sec_f",52.74119
"3236","France","Europe","FRA",250,"#31701B","#40004B","FR","sec_f",84.18741
"3237","Gambia","Africa","GMB",270,"#FDC074","#A50026","GM","sec_f",90.87044
"3238","Georgia","Asia",NA,NA,NA,NA,"GE","sec_f",96.22591
"3239","Germany","Europe","DEU",276,"#276419","#7F3B08","DE","sec_f",84.89371
"3240","Ghana","Africa","GHA",288,"#AB5406","#A50026","GH","sec_f",98.60826
"3241","Greece","Europe","GRC",300,"#599C28","#313695","GR","sec_f",89.11403
"3242","Grenada","Americas",NA,NA,NA,NA,"GD","sec_f",100
"3243","Guatemala","Americas","GTM",320,"#EA5839","#40004B","GT","sec_f",69.84984
"3244","Guinea","Africa","GIN",324,"#E18417","#A50026","GN","sec_f",95.5368
"3245","Guinea-Bissau","Africa","GNB",624,"#FDC681","#276419","GW","sec_f",97.46642
"3246","Guyana","Americas",NA,NA,NA,NA,"GY","sec_f",95.6122
"3247","Honduras","Americas","HND",340,"#F88D51","#40004B","HN","sec_f",61.44845
"3248","Hungary","Europe","HUN",348,"#5FA12D","#7F3B08","HU","sec_f",90.9445
"3249","Iceland","Europe","ISL",352,"#E6F5D0","#313695","IS","sec_f",83.48278
"3250","India","Asia","IND",356,"#460552","#276419","IN","sec_f",99.53607
"3251","Indonesia","Asia","IDN",360,"#4D0A59","#313695","ID","sec_f",83.22442
"3252","Iran","Asia","IRN",364,"#762A83","#7F3B08","IR","sec_f",90.50498
"3253","Iraq","Asia","IRQ",368,"#9467A5","#40004B","IQ","sec_f",98.99298
"3254","Ireland","Europe","IRL",372,"#CCE9A7","#7F3B08","IE","sec_f",100
"3255","Israel","Asia","ISR",376,"#C2A5CF","#A50026","IL","sec_f",80.23176
"3256","Italy","Europe","ITA",380,"#3B7D1D","#313695","IT","sec_f",73.21711
"3257","Jamaica","Americas","JAM",388,"#FDD788","#7F3B08","JM","sec_f",100
"3258","Japan","Asia","JPN",392,"#611A6D","#40004B","JP","sec_f",89.97318
"3259","Jordan","Asia","JOR",400,"#C6AAD2","#40004B","JO","sec_f",97.1561
"3260","Kazakhstan","Asia",NA,NA,NA,NA,"KZ","sec_f",90.61647
"3261","Kenya","Africa","KEN",404,"#9B4A06","#40004B","KE","sec_f",99.40173
"3262","Kiribati","Oceania",NA,NA,NA,NA,"KI","sec_f",100
"3263","Korea, Rep.","Asia","KOR",410,"#7E3B8C","#40004B","KR","sec_f",91.65732
"3264","Kuwait","Asia","KWT",414,"#E2CEE4","#276419","KW","sec_f",97.16964
"3265","Latvia","Europe",NA,NA,NA,NA,"LV","sec_f",82.77961
"3266","Lebanon","Asia","LBN",422,"#D4BCDB","#7F3B08","LB","sec_f",87.52667
"3267","Lesotho","Africa","LSO",426,"#FDBD6E","#7F3B08","LS","sec_f",97.57016
"3268","Liberia","Africa","LBR",430,"#FCB661","#276419","LR","sec_f",91.58759
"3269","Libya","Africa","LBY",434,"#EE9D3C","#40004B","LY","sec_f",76.5641
"3270","Lithuania","Europe",NA,NA,NA,NA,"LT","sec_f",93.07836
"3271","Luxembourg","Europe",NA,NA,NA,NA,"LU","sec_f",67.33777
"3272","Madagascar","Africa","MDG",450,"#B35806","#276419","MG","sec_f",98.52124
"3273","Malawi","Africa","MWI",454,"#C2650A","#40004B","MW","sec_f",100
"3274","Malaysia","Asia","MYS",458,"#9970AB","#276419","MY","sec_f",88.37431
"3275","Maldives","Asia",NA,NA,NA,NA,"MV","sec_f",97.76607
"3276","Mali","Africa","MLI",466,"#D37610","#40004B","ML","sec_f",88.20115
"3277","Malta","Europe",NA,NA,NA,NA,"MT","sec_f",92.50367
"3278","Mauritania","Africa","MRT",478,"#FAB25B","#40004B","MR","sec_f",98.91415
"3279","Mauritius","Africa","MUS",480,"#FDCD8E","#7F3B08","MU","sec_f",90.80265
"3280","Mexico","Americas","MEX",484,"#B51026","#313695","MX","sec_f",71.93978
"3281","Moldova","Europe",NA,NA,NA,NA,"MD","sec_f",88.23096
"3282","Mongolia","Asia","MNG",496,"#DDC8E1","#40004B","MN","sec_f",90.71254
"3283","Montenegro","Europe","MNE",499,"#DFF2C5","#276419","ME","sec_f",69.96821
"3284","Morocco","Africa","MAR",504,"#9F4D06","#276419","MA","sec_f",94.10079
"3285","Mozambique","Africa","MOZ",508,"#AF5606","#40004B","MZ","sec_f",93.65991
"3286","Myanmar","Asia","MMR",104,"#834492","#276419","MM","sec_f",99.93844
"3287","Namibia","Africa","NAM",516,"#FDBA67","#313695","NA","sec_f",100
"3288","Nepal","Asia","NPL",524,"#8B559B","#7F3B08","NP","sec_f",99.66506
"3289","Netherlands","Europe","NLD",528,"#529624","#276419","NL","sec_f",63.63594
"3290","New Zealand","Oceania","NZL",554,"#4575B4","#A50026","NZ","sec_f",83.90953
"3291","Nicaragua","Americas","NIC",558,"#FDAE61","#7F3B08","NI","sec_f",98.29296
"3292","Niger","Africa","NER",562,"#C5690B","#276419","NE","sec_f",91.57839
"3293","Nigeria","Africa","NGA",566,"#7F3B08","#7F3B08","NG","sec_f",100
"3294","North Macedonia","Europe",NA,NA,NA,NA,"MK","sec_f",72.96806
"3295","Norway","Europe","NOR",578,"#B9E188","#40004B","NO","sec_f",77.11903
"3296","Oman","Asia","OMN",512,"#D9C2DE","#A50026","OM","sec_f",100
"3297","Pakistan","Asia","PAK",586,"#540F60","#7F3B08","PK","sec_f",97.74388
"3298","Panama","Americas","PAN",591,"#FDCF80","#313695","PA","sec_f",85.48515
"3299","Papua New Guinea","Oceania",NA,NA,NA,NA,"PG","sec_f",93.47564
"3300","Paraguay","Americas","PRY",600,"#FBA35B","#313695","PY","sec_f",84.43378
"3301","Peru","Americas","PER",604,"#D73027","#276419","PE","sec_f",97.63134
"3302","Philippines","Asia","PHL",608,"#681F75","#276419","PH","sec_f",100
"3303","Poland","Europe","POL",616,"#468A1F","#A50026","PL","sec_f",77.07707
"3304","Portugal","Europe","PRT",620,"#66A731","#A50026","PT","sec_f",77.70581
"3305","Puerto Rico","Americas","PRI",630,"#FDBE70","#40004B","PR","sec_f",97.52738
"3306","Qatar","Asia",NA,NA,NA,NA,"QA","sec_f",99.8951
"3307","Romania","Europe","ROU",642,"#4B9020","#40004B","RO","sec_f",76.07682
"3308","Russia","Europe",NA,NA,NA,NA,"RU","sec_f",87.07885
"3309","Rwanda","Africa","RWA",646,"#E58C23","#276419","RW","sec_f",88.87423
"3310","Samoa","Oceania",NA,NA,NA,NA,"WS","sec_f",100
"3311","Sao Tome and Principe","Africa","STP",678,"#FEE0B6","#A50026","ST","sec_f",94.07957
"3312","Saudi Arabia","Asia","SAU",682,"#905EA1","#A50026","SA","sec_f",97.75016
"3313","Senegal","Africa","SEN",686,"#D0730F","#A50026","SN","sec_f",96.54179
"3314","Serbia","Europe","SRB",688,"#74B33A","#276419","RS","sec_f",67.07962
"3315","Seychelles","Africa",NA,NA,NA,NA,"SC","sec_f",99.23924
"3316","Sierra Leone","Africa","SLE",694,"#EC9936","#A50026","SL","sec_f",100
"3317","Singapore","Asia","SGP",702,"#CBB0D5","#276419","SG","sec_f",100
"3318","Slovak Republic","Europe","SVK",703,"#AAD875","#7F3B08","SK","sec_f",70.80962
"3319","Slovenia","Europe","SVN",705,"#D9EFBB","#40004B","SI","sec_f",58.64918
"3320","Solomon Islands","Oceania",NA,NA,NA,NA,"SB","sec_f",100
"3321","Somalia","Africa","SOM",706,"#E3881D","#40004B","SO","sec_f",100
"3322","South Africa","Africa","ZAF",710,"#8F4407","#313695","ZA","sec_f",92.85304
"3323","South Sudan","Africa",NA,NA,NA,NA,"SS","sec_f",100
"3324","Spain","Europe","ESP",724,"#41831E","#7F3B08","ES","sec_f",82.6316
"3325","Sri Lanka","Asia","LKA",144,"#AD8ABD","#40004B","LK","sec_f",96.49919
"3326","St. Lucia","Americas",NA,NA,NA,NA,"LC","sec_f",99.57412
"3327","St. Vincent and the Grenadines","Americas",NA,NA,NA,NA,"VC","sec_f",100
"3328","Sudan","Africa","SDN",736,"#934607","#7F3B08","SD","sec_f",99.44887
"3329","Suriname","Americas",NA,NA,NA,NA,"SR","sec_f",65.48435
"3330","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","sec_f",78.31983
"3331","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","sec_f",67.18429
"3332","Syria","Asia","SYR",760,"#B291C1","#276419","SY","sec_f",96.14445
"3333","Tajikistan","Asia",NA,NA,NA,NA,"TJ","sec_f",99.73906
"3334","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","sec_f",99.70474
"3335","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","sec_f",91.67533
"3336","Timor-Leste","Asia",NA,NA,NA,NA,"TL","sec_f",93.43274
"3337","Togo","Africa","TGO",768,"#F1A142","#276419","TG","sec_f",94.4111
"3338","Tonga","Oceania",NA,NA,NA,NA,"TO","sec_f",99.26242
"3339","Trinidad and Tobago","Americas","TTO",780,"#FEE090","#A50026","TT","sec_f",99.54291
"3340","Tunisia","Africa","TUN",788,"#DA7D12","#313695","TN","sec_f",93.51749
"3341","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","sec_f",75.87259
"3342","Turkmenistan","Asia",NA,NA,NA,NA,"TM","sec_f",93.80915
"3343","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","sec_f",94.40716
"3344","Ukraine","Europe",NA,NA,NA,NA,"UA","sec_f",93.89718
"3345","United Arab Emirates","Asia",NA,NA,NA,NA,"AE","sec_f",98.62354
"3346","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","sec_f",51.91624
"3347","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","sec_f",88.19207
"3348","Uzbekistan","Asia",NA,NA,NA,NA,"UZ","sec_f",64.7984
"3349","Vanuatu","Oceania",NA,NA,NA,NA,"VU","sec_f",97.44786
"3350","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","sec_f",94.87051
"3351","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","sec_f",99.80001
"3352","Zimbabwe","Africa","ZWE",716,"#CC6F0D","#7F3B08","ZW","sec_f",100
"3353","Afghanistan","Asia","AFG",4,"#874D96","#313695","AF","sec_mon",2.42711925506592
"3354","Albania","Europe","ALB",8,"#D2ECB1","#A50026","AL","sec_mon",6.31500720977783
"3355","Algeria","Africa","DZA",12,"#A34F06","#313695","DZ","sec_mon",4.69826078414917
"3356","Angola","Africa","AGO",24,"#C96C0C","#313695","AO","sec_mon",3.10688614845276
"3357","Argentina","Americas","ARG",32,"#C62026","#A50026","AR","sec_mon",15.5519323348999
"3358","Armenia","Asia",NA,NA,NA,NA,"AM","sec_mon",13.6024179458618
"3359","Australia","Oceania","AUS",36,"#313695","#7F3B08","AU","sec_mon",38.9724655151367
"3360","Austria","Europe","AUT",40,"#92C858","#40004B","AT","sec_mon",22.3394584655762
"3361","Azerbaijan","Asia",NA,NA,NA,NA,"AZ","sec_mon",5.90278339385986
"3362","Bahrain","Asia","BHR",48,"#E7D4E8","#313695","BH","sec_mon",14.1827297210693
"3363","Bangladesh","Asia","BGD",50,"#5B1567","#A50026","BD","sec_mon",3.77882933616638
"3364","Belarus","Europe",NA,NA,NA,NA,"BY","sec_mon",24.9464550018311
"3365","Belgium","Europe","BEL",56,"#6DAD35","#40004B","BE","sec_mon",31.6803817749023
"3366","Belize","Americas",NA,NA,NA,NA,"BZ","sec_mon",15.2429294586182
"3367","Benin","Africa","BEN",204,"#EA952F","#7F3B08","BJ","sec_mon",3.05742740631104
"3368","Bhutan","Asia",NA,NA,NA,NA,"BT","sec_mon",3.04731345176697
"3369","Bolivia","Americas","BOL",68,"#F57748","#7F3B08","BO","sec_mon",12.4344301223755
"3370","Bosnia and Herzegovina","Europe","BIH",70,"#BFE492","#276419","BA","sec_mon",6.71398639678955
"3371","Botswana","Africa","BWA",72,"#FDC37B","#40004B","BW","sec_mon",8.62088871002197
"3372","Brazil","Americas","BRA",76,"#AD0826","#276419","BR","sec_mon",18.5506954193115
"3373","Bulgaria","Europe","BGR",100,"#8AC34F","#A50026","BG","sec_mon",5.76055145263672
"3374","Burkina Faso","Africa","BFA",854,"#BE6209","#A50026","BF","sec_mon",9.45108127593994
"3375","Burundi","Africa","BDI",108,"#E79029","#313695","BI","sec_mon",1.98751413822174
"3376","Cambodia","Asia","KHM",116,"#B797C6","#313695","KH","sec_mon",8.65557670593262
"3377","Cameroon","Africa","CMR",120,"#BA5F08","#7F3B08","CM","sec_mon",4.31313991546631
"3378","Canada","Americas","CAN",124,"#CE2726","#40004B","CA","sec_mon",32.5831756591797
"3379","Central African Republic","Africa","CAF",140,"#F5AA4E","#7F3B08","CF","sec_mon",5.54273748397827
"3380","Chad","Africa","TCD",148,"#DE8013","#7F3B08","TD","sec_mon",5.02045249938965
"3381","Chile","Americas","CHL",152,"#E04430","#7F3B08","CL","sec_mon",21.0349273681641
"3382","China","Asia","CHN",156,"#40004B","#40004B","CN","sec_mon",8.96587181091309
"3383","Colombia","Americas","COL",170,"#BE1826","#7F3B08","CO","sec_mon",10.52952003479
"3384","Congo, Dem. Rep.","Africa","COD",180,"#8B4107","#276419","CD","sec_mon",2.05161476135254
"3385","Congo, Rep.","Africa","COG",178,"#F7AE55","#A50026","CG","sec_mon",2.97266483306885
"3386","Costa Rica","Americas","CRI",188,"#FDB668","#A50026","CR","sec_mon",12.042778968811
"3387","Cote d'Ivoire","Africa","CIV",384,"#B75C07","#313695","CI","sec_mon",1.98799407482147
"3388","Croatia","Europe","HRV",191,"#C6E79C","#313695","HR","sec_mon",10.0102710723877
"3389","Cyprus","Europe",NA,NA,NA,NA,"CY","sec_mon",26.992317199707
"3390","Czech Republic","Europe","CZE",203,"#7BB93E","#313695","CZ","sec_mon",20.0202960968018
"3391","Denmark","Europe","DNK",208,"#A2D26B","#313695","DK","sec_mon",44.0463714599609
"3392","Dominican Republic","Americas","DOM",214,"#F46D43","#313695","DO","sec_mon",9.54519844055176
"3393","Ecuador","Americas","ECU",218,"#E54E35","#A50026","EC","sec_mon",5.54470586776733
"3394","Egypt","Africa","EGY",818,"#833D07","#A50026","EG","sec_mon",4.86285209655762
"3395","El Salvador","Americas","SLV",222,"#FA9856","#276419","SV","sec_mon",8.31304740905762
"3396","Estonia","Europe",NA,NA,NA,NA,"EE","sec_mon",30.724853515625
"3397","Ethiopia","Africa","ETH",231,"#873F07","#40004B","ET","sec_mon",4.84154748916626
"3398","Finland","Europe","FIN",246,"#B2DD7E","#A50026","FI","sec_mon",44.1596717834473
"3399","France","Europe","FRA",250,"#31701B","#40004B","FR","sec_mon",17.7503242492676
"3400","Gabon","Africa","GAB",266,"#FDCA88","#313695","GA","sec_mon",11.7929954528809
"3401","Georgia","Asia",NA,NA,NA,NA,"GE","sec_mon",19.9120140075684
"3402","Germany","Europe","DEU",276,"#276419","#7F3B08","DE","sec_mon",6.61509323120117
"3403","Ghana","Africa","GHA",288,"#AB5406","#A50026","GH","sec_mon",7.50035429000854
"3404","Greece","Europe","GRC",300,"#599C28","#313695","GR","sec_mon",19.2631072998047
"3405","Guatemala","Americas","GTM",320,"#EA5839","#40004B","GT","sec_mon",4.42553091049194
"3406","Guinea","Africa","GIN",324,"#E18417","#A50026","GN","sec_mon",5.4679913520813
"3407","Haiti","Americas","HTI",332,"#F7824D","#A50026","HT","sec_mon",7.39080619812012
"3408","Honduras","Americas","HND",340,"#F88D51","#40004B","HN","sec_mon",7.37943506240845
"3409","Hungary","Europe","HUN",348,"#5FA12D","#7F3B08","HU","sec_mon",11.7852640151978
"3410","India","Asia","IND",356,"#460552","#276419","IN","sec_mon",6.92086744308472
"3411","Indonesia","Asia","IDN",360,"#4D0A59","#313695","ID","sec_mon",16.0882186889648
"3412","Iran","Asia","IRN",364,"#762A83","#7F3B08","IR","sec_mon",62.8780670166016
"3413","Iraq","Asia","IRQ",368,"#9467A5","#40004B","IQ","sec_mon",6.1995530128479
"3414","Ireland","Europe","IRL",372,"#CCE9A7","#7F3B08","IE","sec_mon",40.0014266967773
"3415","Israel","Asia","ISR",376,"#C2A5CF","#A50026","IL","sec_mon",30.0228710174561
"3416","Italy","Europe","ITA",380,"#3B7D1D","#313695","IT","sec_mon",13.2392883300781
"3417","Jamaica","Americas","JAM",388,"#FDD788","#7F3B08","JM","sec_mon",10.2171392440796
"3418","Japan","Asia","JPN",392,"#611A6D","#40004B","JP","sec_mon",28.2326393127441
"3419","Jordan","Asia","JOR",400,"#C6AAD2","#40004B","JO","sec_mon",7.64310073852539
"3420","Kazakhstan","Asia",NA,NA,NA,NA,"KZ","sec_mon",16.2838077545166
"3421","Kenya","Africa","KEN",404,"#9B4A06","#40004B","KE","sec_mon",15.696798324585
"3422","Korea, Rep.","Asia","KOR",410,"#7E3B8C","#40004B","KR","sec_mon",25.019323348999
"3423","Kuwait","Asia","KWT",414,"#E2CEE4","#276419","KW","sec_mon",5.9212851524353
"3424","Latvia","Europe",NA,NA,NA,NA,"LV","sec_mon",41.3561630249023
"3425","Lebanon","Asia","LBN",422,"#D4BCDB","#7F3B08","LB","sec_mon",1.57571029663086
"3426","Lesotho","Africa","LSO",426,"#FDBD6E","#7F3B08","LS","sec_mon",9.95596408843994
"3427","Liberia","Africa","LBR",430,"#FCB661","#276419","LR","sec_mon",5.51730632781982
"3428","Libya","Africa","LBY",434,"#EE9D3C","#40004B","LY","sec_mon",8.60598754882813
"3429","Lithuania","Europe",NA,NA,NA,NA,"LT","sec_mon",29.7724990844727
"3430","Luxembourg","Europe",NA,NA,NA,NA,"LU","sec_mon",23.7910385131836
"3431","Madagascar","Africa","MDG",450,"#B35806","#276419","MG","sec_mon",4.75040054321289
"3432","Malawi","Africa","MWI",454,"#C2650A","#40004B","MW","sec_mon",6.98872661590576
